observation_id,observed_at,location_id,location_name,district,latitude,longitude,vehicle_type,speed_kmh,direction,sensor_id
OBS-0000619,2026-02-04 14:04:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,36.7,E,CAM-05-1
OBS-0000620,2026-03-24 20:29:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,truck,22.0,N,CAM-04-1
OBS-0000621,2026-01-22 22:11:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,35.4,W,CAM-03-3
OBS-0000622,2026-01-22 07:07:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,13.0,W,CAM-04-3
OBS-0000623,2026-03-20 10:43:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,42.7,S,CAM-05-3
OBS-0000624,2026-02-21 12:44:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,34.8,E,CAM-03-1
OBS-0000625,2026-03-18 15:23:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,37.0,N,CAM-04-1
OBS-0000626,2026-03-27 02:40:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,31.6,E,CAM-01-1
OBS-0000627,2026-02-13 12:39:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,52.3,E,CAM-05-3
OBS-0000628,2026-03-24 03:21:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,49.5,N,CAM-02-1
OBS-0000629,2026-01-30 15:57:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,bus,34.9,S,CAM-04-1
OBS-0000630,2026-02-21 12:12:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,30.0,E,CAM-06-1
OBS-0000631,2026-02-21 04:08:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,35.9,E,CAM-01-2
OBS-0000632,2026-03-26 21:20:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,36.3,W,CAM-03-1
OBS-0000633,2026-03-28 00:42:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,48.2,W,CAM-04-2
OBS-0000634,2026-03-12 03:40:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,26.3,E,CAM-05-2
OBS-0000635,2026-03-08 21:17:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,31.6,S,CAM-02-1
OBS-0000636,2026-01-31 23:34:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,24.9,N,CAM-02-3
OBS-0000637,2026-01-08 17:32:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,26.2,N,CAM-02-2
OBS-0000638,2026-01-25 22:04:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,25.6,S,CAM-03-1
OBS-0000639,2026-01-16 03:45:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,31.7,N,CAM-03-1
OBS-0000640,2026-01-12 01:50:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,32.8,N,CAM-06-3
OBS-0000641,2026-02-13 11:42:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,42.5,E,CAM-03-3
OBS-0000642,2026-03-10 10:11:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,35.7,S,CAM-04-2
OBS-0000643,2026-01-11 05:42:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,23.1,E,CAM-04-1
OBS-0000644,2026-02-08 17:50:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,18.4,E,CAM-06-3
OBS-0000645,2026-02-23 04:12:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,35.3,W,CAM-04-2
OBS-0000646,2026-02-26 20:28:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,36.2,W,CAM-05-3
OBS-0000647,2026-01-09 09:12:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,26.7,E,CAM-03-3
OBS-0000648,2026-03-15 11:42:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,37.7,E,CAM-05-3
OBS-0000649,2026-03-26 04:42:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,32.9,W,CAM-03-1
OBS-0000650,2026-02-17 13:37:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,30.9,S,CAM-03-2
OBS-0000651,2026-01-30 18:30:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,21.4,W,CAM-05-1
OBS-0000652,2026-02-11 12:21:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,40.8,W,CAM-03-1
OBS-0000653,2026-01-06 11:16:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,33.8,E,CAM-03-3
OBS-0000654,2026-03-09 13:38:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,19.2,S,CAM-04-2
OBS-0000655,2026-02-03 03:23:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,38.5,N,CAM-01-1
OBS-0000656,2026-03-17 13:50:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,31.5,N,CAM-02-2
OBS-0000657,2026-02-15 13:52:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,36.6,S,CAM-05-3
OBS-0000658,2026-02-15 10:03:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,bus,47.9,S,CAM-02-2
OBS-0000659,2026-03-25 09:31:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,32.3,S,CAM-02-3
OBS-0000660,2026-03-04 16:09:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,13.7,W,CAM-05-2
OBS-0000661,2026-01-22 09:58:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,16.9,W,CAM-01-1
OBS-0000662,2026-02-14 13:19:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,26.9,E,CAM-03-2
OBS-0000663,2026-02-18 12:53:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,51.9,E,CAM-01-1
OBS-0000664,2026-01-21 19:15:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,28.4,S,CAM-04-3
OBS-0000665,2026-01-21 23:54:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,bus,36.7,W,CAM-02-1
OBS-0000666,2026-01-05 09:23:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,19.7,E,CAM-05-2
OBS-0000667,2026-03-18 08:47:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,10.7,W,CAM-03-3
OBS-0000668,2026-01-11 18:42:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,10.1,E,CAM-02-1
OBS-0000669,2026-03-25 16:13:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,26.8,S,CAM-05-1
OBS-0000670,2026-01-02 16:58:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,11.3,E,CAM-03-1
OBS-0000671,2026-02-11 01:45:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,36.9,E,CAM-05-2
OBS-0000672,2026-01-08 07:36:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,19.6,S,CAM-02-2
OBS-0000673,2026-03-11 18:45:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,22.3,N,CAM-06-1
OBS-0000674,2026-02-14 16:28:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,17.8,E,CAM-01-2
OBS-0000675,2026-03-12 11:02:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,33.6,S,CAM-04-2
OBS-0000676,2026-02-14 13:41:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,38.5,N,CAM-06-2
OBS-0000677,2026-03-18 05:35:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,37.4,N,CAM-02-2
OBS-0000678,2026-01-24 14:09:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,34.7,W,CAM-03-1
OBS-0000679,2026-02-18 17:56:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,44.1,S,CAM-06-3
OBS-0000680,2026-03-13 06:30:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,truck,39.5,S,CAM-02-1
OBS-0000681,2026-03-26 03:55:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,36.3,N,CAM-02-2
OBS-0000682,2026-01-21 01:21:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,31.8,E,CAM-03-1
OBS-0000683,2026-01-23 17:43:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,30.8,E,CAM-03-3
OBS-0000684,2026-01-13 20:11:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,48.2,S,CAM-01-1
OBS-0000685,2026-01-09 08:44:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,23.8,E,CAM-06-1
OBS-0000686,2026-01-18 02:20:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,truck,30.3,S,CAM-06-1
OBS-0000687,2026-03-09 06:03:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,bus,37.3,S,CAM-06-2
OBS-0000688,2026-01-28 07:53:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,11.9,E,CAM-04-1
OBS-0000689,2026-01-16 21:48:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,36.8,E,CAM-01-3
OBS-0000690,2026-01-05 21:03:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,40.3,S,CAM-05-1
OBS-0000691,2026-03-21 20:32:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,23.3,N,CAM-03-1
OBS-0000692,2026-02-22 02:25:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,37.1,E,CAM-03-2
OBS-0000693,2026-01-25 18:03:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,20.3,E,CAM-06-2
OBS-0000694,2026-01-20 10:14:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,40.1,S,CAM-02-3
OBS-0000695,2026-03-13 07:40:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,32.7,W,CAM-05-2
OBS-0000696,2026-01-07 09:40:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,21.5,S,CAM-03-1
OBS-0000697,2026-02-09 00:29:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,31.7,N,CAM-04-2
OBS-0000698,2026-02-17 04:38:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,42.5,W,CAM-05-1
OBS-0000699,2026-03-18 10:02:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,truck,36.0,N,CAM-04-3
OBS-0000700,2026-02-04 13:48:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,36.9,W,CAM-03-2
OBS-0000701,2026-01-13 16:36:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,16.3,E,CAM-03-1
OBS-0000702,2026-03-13 18:29:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,20.1,N,CAM-01-2
OBS-0000703,2026-02-22 11:11:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,45.1,N,CAM-03-3
OBS-0000704,2026-01-03 18:48:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,26.6,S,CAM-04-1
OBS-0000705,2026-01-06 19:51:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,26.0,E,CAM-01-2
OBS-0000706,2026-02-22 12:36:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,39.3,W,CAM-06-1
OBS-0000707,2026-01-07 06:03:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,32.2,N,CAM-05-3
OBS-0000708,2026-02-25 16:10:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,23.3,S,CAM-04-1
OBS-0000709,2026-03-05 19:46:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,17.0,S,CAM-05-2
OBS-0000710,2026-01-31 04:30:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,33.4,W,CAM-01-1
OBS-0000711,2026-01-09 14:40:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,38.3,N,CAM-01-1
OBS-0000712,2026-01-15 03:32:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,49.6,N,CAM-02-1
OBS-0000713,2026-03-26 08:12:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,31.4,S,CAM-06-2
OBS-0000714,2026-03-08 06:14:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,30.9,S,CAM-06-3
OBS-0000715,2026-02-06 19:26:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,16.0,E,CAM-06-3
OBS-0000716,2026-02-12 20:49:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,34.5,N,CAM-01-1
OBS-0000717,2026-01-15 11:18:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,bus,49.7,E,CAM-03-1
OBS-0000718,2026-02-04 07:06:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,28.7,W,CAM-06-1
OBS-0000719,2026-02-01 16:26:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,bus,27.3,W,CAM-05-3
OBS-0000720,2026-02-09 22:21:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,34.7,S,CAM-04-2
OBS-0000721,2026-02-16 01:51:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,33.6,S,CAM-03-2
OBS-0000722,2026-03-07 11:27:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,34.8,W,CAM-06-1
OBS-0000723,2026-03-22 16:46:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,12.5,S,CAM-03-1
OBS-0000724,2026-02-22 15:43:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,42.3,S,CAM-02-3
OBS-0000725,2026-01-23 07:43:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,27.5,N,CAM-01-2
OBS-0000726,2026-03-17 11:50:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,42.3,W,CAM-02-3
OBS-0000727,2026-01-15 13:44:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,46.8,S,CAM-06-2
OBS-0000728,2026-02-14 11:31:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,35.6,S,CAM-02-1
OBS-0000729,2026-03-25 20:05:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,36.0,W,CAM-06-2
OBS-0000730,2026-01-29 02:22:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,48.9,E,CAM-05-1
OBS-0000731,2026-02-28 14:43:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,36.4,S,CAM-06-2
OBS-0000732,2026-02-23 15:34:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,22.7,E,CAM-03-1
OBS-0000733,2026-02-18 10:22:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,43.0,E,CAM-05-2
OBS-0000734,2026-03-28 06:44:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,31.0,N,CAM-04-1
OBS-0000735,2026-02-15 03:23:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,truck,33.2,S,CAM-06-1
OBS-0000736,2026-01-04 03:05:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,28.9,S,CAM-01-3
OBS-0000737,2026-03-20 02:19:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,26.7,E,CAM-05-1
OBS-0000738,2026-02-17 04:47:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,51.9,S,CAM-01-1
OBS-0000739,2026-03-13 15:48:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,29.2,S,CAM-03-3
OBS-0000740,2026-01-27 17:50:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,16.5,E,CAM-03-2
OBS-0000741,2026-02-03 23:57:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,50.4,E,CAM-06-1
OBS-0000742,2026-01-21 06:05:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,52.2,E,CAM-04-3
OBS-0000743,2026-03-13 15:40:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,26.6,S,CAM-04-2
OBS-0000744,2026-01-06 23:58:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,45.8,N,CAM-05-3
OBS-0000745,2026-01-06 22:41:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,truck,57.2,W,CAM-05-1
OBS-0000746,2026-02-14 15:33:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,truck,30.8,W,CAM-06-1
OBS-0000747,2026-02-12 05:26:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,44.5,S,CAM-01-2
OBS-0000748,2026-03-16 05:42:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,43.7,S,CAM-04-1
OBS-0000749,2026-01-24 12:45:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,26.9,N,CAM-03-2
OBS-0000750,2026-03-19 00:57:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,truck,46.7,S,CAM-02-2
OBS-0000751,2026-01-30 03:05:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,35.5,S,CAM-03-3
OBS-0000752,2026-03-17 11:49:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,35.8,E,CAM-02-3
OBS-0000753,2026-02-19 15:37:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,40.5,S,CAM-02-2
OBS-0000754,2026-03-01 08:13:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,16.6,W,CAM-05-2
OBS-0000755,2026-02-04 13:06:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,bus,34.4,E,CAM-06-1
OBS-0000756,2026-03-24 01:00:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,bus,53.9,W,CAM-05-1
OBS-0000757,2026-02-20 20:05:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,39.0,N,CAM-02-1
OBS-0000758,2026-02-25 15:36:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,46.6,N,CAM-02-1
OBS-0000759,2026-01-15 00:31:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,bus,32.7,E,CAM-06-2
OBS-0000760,2026-02-17 17:37:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,14.7,E,CAM-04-1
OBS-0000761,2026-03-17 04:06:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,49.9,E,CAM-01-3
OBS-0000762,2026-01-23 13:46:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,35.4,S,CAM-04-3
OBS-0000763,2026-01-06 21:48:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,truck,49.4,N,CAM-04-3
OBS-0000764,2026-03-01 20:25:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,31.6,E,CAM-01-3
OBS-0000765,2026-03-03 11:10:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,46.1,S,CAM-03-2
OBS-0000766,2026-03-22 03:17:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,26.1,E,CAM-06-1
OBS-0000767,2026-02-07 07:31:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,29.6,S,CAM-06-2
OBS-0000768,2026-02-08 01:37:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,37.8,W,CAM-01-1
OBS-0000769,2026-01-01 18:38:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,26.0,E,CAM-06-1
OBS-0000770,2026-01-08 16:34:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,28.2,N,CAM-05-1
OBS-0000771,2026-01-08 01:34:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,30.9,W,CAM-03-1
OBS-0000772,2026-02-25 04:58:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,37.8,S,CAM-03-1
OBS-0000773,2026-02-26 19:31:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,17.7,E,CAM-04-2
OBS-0000774,2026-03-16 00:29:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,36.5,S,CAM-04-1
OBS-0000775,2026-02-03 10:40:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,50.7,W,CAM-04-1
OBS-0000776,2026-02-19 11:55:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,36.7,S,CAM-02-2
OBS-0000777,2026-01-08 20:23:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,42.1,S,CAM-06-2
OBS-0000778,2026-02-27 12:09:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,46.4,S,CAM-01-2
OBS-0000779,2026-01-29 00:51:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,48.4,S,CAM-02-2
OBS-0000780,2026-03-04 08:44:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,30.6,E,CAM-05-2
OBS-0000781,2026-02-04 03:02:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,39.1,E,CAM-01-1
OBS-0000782,2026-01-01 07:20:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,30.0,N,CAM-06-3
OBS-0000783,2026-02-27 04:23:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,truck,33.4,W,CAM-03-2
OBS-0000784,2026-01-09 08:03:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,21.0,W,CAM-01-2
OBS-0000785,2026-01-30 03:39:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,38.7,N,CAM-01-1
OBS-0000786,2026-02-26 21:30:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,18.5,N,CAM-04-3
OBS-0000787,2026-02-07 04:26:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,27.5,N,CAM-04-1
OBS-0000788,2026-01-24 14:58:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,42.1,S,CAM-03-2
OBS-0000789,2026-01-14 05:25:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,32.1,E,CAM-03-1
OBS-0000790,2026-02-19 10:01:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,truck,27.7,W,CAM-04-1
OBS-0000791,2026-02-18 17:11:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,truck,27.1,E,CAM-06-3
OBS-0000792,2026-03-18 07:14:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,38.4,S,CAM-06-3
OBS-0000793,2026-03-22 02:48:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,30.2,S,CAM-03-3
OBS-0000794,2026-02-22 21:40:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,25.4,E,CAM-05-2
OBS-0000795,2026-01-06 02:56:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,42.1,E,CAM-06-1
OBS-0000796,2026-01-13 01:17:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,23.3,N,CAM-06-2
OBS-0000797,2026-02-14 15:28:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,bus,35.0,W,CAM-03-2
OBS-0000798,2026-03-11 06:56:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,39.0,W,CAM-02-2
OBS-0000799,2026-02-01 14:19:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,37.9,W,CAM-06-3
OBS-0000800,2026-02-12 21:26:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,truck,38.0,W,CAM-03-2
OBS-0000801,2026-02-01 14:01:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,bus,29.4,S,CAM-05-1
OBS-0000802,2026-03-18 14:00:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,27.9,E,CAM-02-1
OBS-0000803,2026-03-05 08:03:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,20.4,E,CAM-06-2
OBS-0000804,2026-03-25 15:54:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,38.5,W,CAM-02-1
OBS-0000805,2026-03-06 17:29:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,29.1,E,CAM-06-1
OBS-0000806,2026-01-20 20:22:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,25.0,E,CAM-03-2
OBS-0000807,2026-03-19 01:15:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,37.4,S,CAM-06-3
OBS-0000808,2026-02-15 08:42:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,14.4,W,CAM-04-3
OBS-0000809,2026-02-04 18:25:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,12.5,E,CAM-04-2
OBS-0000810,2026-03-05 20:10:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,48.2,E,CAM-04-2
OBS-0000811,2026-02-11 22:44:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,45.9,W,CAM-06-1
OBS-0000812,2026-03-24 22:44:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,44.4,E,CAM-01-1
OBS-0000813,2026-03-19 00:01:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,34.5,S,CAM-02-2
OBS-0000814,2026-02-10 04:37:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,35.8,W,CAM-01-2
OBS-0000815,2026-03-05 10:47:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,39.2,N,CAM-03-1
OBS-0000816,2026-02-18 03:21:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,33.1,W,CAM-01-2
OBS-0000817,2026-03-09 03:16:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,34.4,N,CAM-05-3
